,acc,loss,val_acc,val_loss
0,0.137279999981,2.30091031303,0.2138,2.2978019165
1,0.179360000005,2.27985554329,0.1465,2.22217971992
2,0.228439999981,2.09246368156,0.2632,1.98176337738
3,0.27459999999,1.97089999229,0.2948,1.91055018635
4,0.31267999999,1.88749031303,0.339,1.83061660919
5,0.356980000019,1.77722459389,0.3812,1.7070094902
6,0.393779999981,1.68128982117,0.401,1.6449430294
7,0.420179999981,1.60284777283,0.3972,1.63207735519
8,0.445279999981,1.53279800659,0.4445,1.52455349541
9,0.46634,1.48253681709,0.453,1.50144992142
10,0.485520000019,1.43321527687,0.4765,1.45298515015
11,0.501,1.39026012154,0.5183,1.34949365959
12,0.522359999962,1.34228324322,0.5285,1.32191736584
13,0.538579999981,1.29694000736,0.5009,1.39825153275
14,0.55419999999,1.26188841797,0.5408,1.28867785912
15,0.572379999981,1.21638282059,0.5484,1.26500738106
16,0.586420000038,1.17467951683,0.5497,1.27179319496
17,0.597860000038,1.1402791967,0.5918,1.15179169617
18,0.61452,1.09857740051,0.5887,1.14957120361
19,0.626980000019,1.06227037117,0.5992,1.11967284966
20,0.638619999981,1.0276118185,0.632,1.04904499245
21,0.652720000038,0.995706673737,0.6159,1.08152059708
22,0.662460000019,0.965917272682,0.6303,1.05087435455
23,0.671840000038,0.93757917799,0.6282,1.04441578484
24,0.684260000019,0.905607766247,0.6371,1.04473538609
25,0.693979999962,0.87800843626,0.6107,1.14198213301
26,0.70226,0.851715293407,0.6553,0.999200995255
27,0.714680000019,0.822813896198,0.6776,0.926442163849
28,0.72254,0.798743880424,0.6687,0.970440184975
29,0.73414,0.766810798531,0.6753,0.948685560417
30,0.74006,0.749207791061,0.6729,0.943504206467
31,0.751999999981,0.722647208576,0.6753,0.94271154213
32,0.759439999981,0.694442436562,0.6633,0.978766798592
33,0.771199999981,0.665240699673,0.6996,0.871812746429
34,0.775799999981,0.648677306557,0.6982,0.891214223862
35,0.783599999981,0.621418425484,0.706,0.857717399406
36,0.793639999981,0.599061181335,0.7133,0.842798240185
37,0.802519999962,0.572579918633,0.713,0.847244234276
38,0.809759999981,0.546487154331,0.6915,0.961119267654
39,0.818220000019,0.5294486763,0.7082,0.888527729988
40,0.830259999962,0.500915805759,0.7064,0.882633818817
41,0.83456,0.47940672308,0.7148,0.849868567276
42,0.844620000019,0.453426605988,0.7218,0.856528485298
43,0.850199999981,0.436410318975,0.7045,0.913464625549
44,0.863879999962,0.402931176558,0.7127,0.88686993866
45,0.867099999962,0.393089482937,0.7184,0.883177799225
46,0.879659999981,0.360089508228,0.7283,0.858451807785
47,0.882280000019,0.345549610577,0.716,0.903629588699
48,0.8961,0.312087817898,0.7137,0.930537964439
49,0.900240000019,0.301696402321,0.7142,0.975961802483
50,0.909760000019,0.276559598694,0.727,0.924270367622
51,0.91214,0.273150348978,0.7192,0.922253672981
52,0.922819999962,0.241068092289,0.6958,1.07905887756
53,0.929579999962,0.223970878973,0.7112,1.10382705193
54,0.937939999981,0.198243342962,0.7345,0.963741184616
55,0.946259999962,0.184327808695,0.7369,0.966820909691
56,0.953859999962,0.16089614677,0.7028,1.1577421629
57,0.959960000019,0.140062045274,0.7387,0.999948558044
58,0.959059999981,0.163638122029,0.7285,1.04355884457
59,0.96634,0.142410725815,0.7433,0.967560166931
60,0.97684,0.0997424846327,0.7386,1.00940002766
61,0.980220000038,0.0893678320098,0.737,1.10180487061
62,0.9794,0.101127570738,0.7403,1.02287383499
63,0.98508,0.10369437815,0.7399,1.04505583534
64,0.988900000038,0.067964778657,0.7368,1.08264862175
65,0.99686,0.0315219252133,0.7446,1.17851443119
66,0.99826,0.0215317951286,0.7391,1.23242125397
67,0.99918,0.0166345175833,0.738,1.27396902771
68,0.9995,0.0132030124277,0.7442,1.28248760796
69,0.99972,0.0109671191961,0.7427,1.30727844238
70,0.99992,0.00905234875411,0.7424,1.34693743134
71,0.99982,0.00802871830076,0.7441,1.35491256866
72,0.99992,0.00709206872195,0.7428,1.37267829437
73,1.0,0.00628667927951,0.7443,1.3874648735
74,0.94158,0.633405441511,0.6526,2.63776376801
75,0.94394,0.636156138479,0.7365,1.24931957092
76,0.99964,0.0128038179374,0.7436,1.28815843048
77,1.0,0.00764608431563,0.7437,1.33342858162
78,0.99998,0.00593331829354,0.7449,1.37499712982
79,1.0,0.00500669293836,0.7439,1.3978943718
80,1.0,0.00437245252043,0.7451,1.42379329567
81,1.0,0.00391957887217,0.7426,1.43394301834
82,1.0,0.0035459901575,0.7434,1.45802530098
83,1.0,0.0032676409699,0.7425,1.46475860672
84,1.0,0.00302327550061,0.7438,1.48017972145
85,1.0,0.00281789896607,0.7446,1.48570123596
86,1.0,0.00264485910416,0.7438,1.50225166473
87,1.0,0.00248581304863,0.7425,1.50940763168
88,1.0,0.00235800197266,0.7438,1.51779573174
89,1.0,0.00224481793344,0.7427,1.52698388138
90,1.0,0.0021089636638,0.7438,1.53742207947
91,1.0,0.00201044017233,0.7433,1.54997446594
92,1.0,0.00192442980163,0.743,1.55590587387
93,1.0,0.00183262720399,0.7438,1.56189291916
94,1.0,0.00176487527922,0.7428,1.56934511108
95,1.0,0.00169043010481,0.7435,1.57593268127
96,1.0,0.00162362114467,0.7438,1.57857982483
97,1.0,0.00156279684655,0.7438,1.58623491974
98,1.0,0.00150236444429,0.7434,1.5954197464
99,1.0,0.00145057066798,0.7442,1.59924346809
100,1.0,0.00140302629538,0.7436,1.60638735275
101,1.0,0.00135775949134,0.7426,1.60873288651
102,1.0,0.00131162935235,0.7435,1.61745002823
103,1.0,0.00127370700009,0.7439,1.62045572968
104,1.0,0.0012335772356,0.7434,1.62298528137
105,1.0,0.00119920035556,0.7428,1.62928673401
106,1.0,0.00116426864011,0.7433,1.63432999496
107,1.0,0.00113040058121,0.7429,1.6394033268
108,1.0,0.00110059399903,0.7432,1.64421971245
109,1.0,0.00107097417716,0.7427,1.64771781158
110,1.0,0.00104393611997,0.7429,1.6538773243
111,1.0,0.00101675009208,0.7426,1.65650726891
112,1.0,0.000990033369176,0.7436,1.66087558136
113,1.0,0.000964638980702,0.7432,1.66727259521
114,1.0,0.000942388896495,0.7441,1.66813068352
115,1.0,0.000922676736414,0.7432,1.67104723587
116,1.0,0.000900579247698,0.7423,1.67647548676
117,1.0,0.00088108748626,0.743,1.68066145325
118,1.0,0.000861335353479,0.743,1.68281392403
119,1.0,0.000842654890902,0.7431,1.68825893173
120,1.0,0.000824802327994,0.7429,1.68992709045
121,1.0,0.000807078110352,0.7439,1.69267341232
122,1.0,0.000790041172877,0.7426,1.69566616211
123,1.0,0.000774299033321,0.7435,1.7007565979
124,1.0,0.000758152746502,0.7429,1.70274322586
125,1.0,0.000745410384424,0.7426,1.70644999847
126,1.0,0.000728738606311,0.7427,1.71000069199
127,1.0,0.000715348523501,0.7426,1.71202247391
128,1.0,0.000703118935134,0.7436,1.71550938416
129,1.0,0.000689410850946,0.7439,1.71952063408
130,1.0,0.000678157406282,0.7439,1.72045023804
131,1.0,0.000665154517759,0.7431,1.7234675724
132,1.0,0.000653680752832,0.7425,1.72619087906
133,1.0,0.000642463987982,0.7433,1.72897111549
134,1.0,0.000631910756193,0.744,1.73191696396
135,1.0,0.00062140656516,0.7431,1.73335732765
136,1.0,0.000610398108736,0.7428,1.73758954048
137,1.0,0.000601313036047,0.7431,1.74026984978
138,1.0,0.000590545769352,0.7428,1.74208825111
139,1.0,0.000582020162828,0.743,1.74365313263
140,1.0,0.000573600161392,0.7426,1.74573399887
141,1.0,0.000564308273531,0.7433,1.74828445511
142,1.0,0.000555713340938,0.7426,1.75083672562
143,1.0,0.000547173459008,0.7426,1.75405945892
144,1.0,0.000538449907638,0.7425,1.75629674988
145,1.0,0.000530418252405,0.7426,1.75718812408
146,1.0,0.000524171310533,0.7425,1.76015331268
147,1.0,0.000515954549778,0.7427,1.76260401154
148,1.0,0.000508496247735,0.743,1.76439512558
149,1.0,0.000501776856426,0.7425,1.76798243332
150,1.0,0.00049463684136,0.743,1.7700411705
151,1.0,0.000488326036818,0.7426,1.77078325729
152,1.0,0.000481156785749,0.7427,1.77259606819
153,1.0,0.000475059988936,0.7425,1.77473971329
154,1.0,0.00046851005761,0.7432,1.77664882736
155,1.0,0.000462796221338,0.742,1.77866661453
156,1.0,0.000456407536501,0.7434,1.78166960449
157,1.0,0.000450924972333,0.7425,1.78450521011
158,1.0,0.000445045736264,0.7427,1.78547311325
159,1.0,0.000439486146709,0.7434,1.78670623322
160,1.0,0.000433875525873,0.7427,1.78922725716
161,1.0,0.00042929073927,0.743,1.7896917778
162,1.0,0.000423348008003,0.7435,1.79234226418
163,1.0,0.000418791542845,0.7423,1.79466109161
164,1.0,0.000413794177435,0.7431,1.795713591
165,1.0,0.000408907404318,0.7428,1.79730149689
166,1.0,0.000404042837946,0.7426,1.79856322784
167,1.0,0.000399263091898,0.7423,1.80116458435
168,1.0,0.000394940054631,0.7433,1.80245627441
169,1.0,0.000390516051864,0.7428,1.80401895599
170,1.0,0.000386287361272,0.7428,1.8062730011
171,1.0,0.000382059962796,0.7424,1.80721785049
172,1.0,0.000377104259524,0.7425,1.8090595871
173,1.0,0.000373719587484,0.7427,1.81061183815
174,1.0,0.000369982002322,0.7429,1.81273271103
