,acc,loss,val_acc,val_loss
0,0.186180000019,2.17835008858,0.3003,1.97900054932
1,0.28108,1.98428367065,0.3697,1.82018013802
2,0.33801999999,1.84003336727,0.3873,1.72046074104
3,0.37736,1.73711465664,0.4395,1.59302050419
4,0.40498000001,1.65022799015,0.4742,1.49362140846
5,0.43185999999,1.57835923637,0.4803,1.43919901943
6,0.45098,1.52082740444,0.5016,1.39686814957
7,0.46907999999,1.47569132591,0.518,1.34549966679
8,0.486860000038,1.43555292606,0.5173,1.3499163908
9,0.498519999981,1.40416566216,0.5281,1.33991728449
10,0.509860000038,1.37258488956,0.5483,1.28450738773
11,0.518979999962,1.34219538895,0.5707,1.22135771255
12,0.528700000038,1.32047291908,0.5709,1.21606597862
13,0.5403,1.29011405632,0.5838,1.18595794268
14,0.551460000038,1.26413241844,0.5956,1.1497350666
15,0.558080000038,1.23981279366,0.5999,1.15223662281
16,0.562499999962,1.22301679344,0.6063,1.12974434404
17,0.570059999962,1.20555769161,0.6177,1.10309655495
18,0.579460000019,1.18519435009,0.6115,1.0932788435
19,0.589339999981,1.15991232327,0.6264,1.07018627443
20,0.593439999981,1.14652713634,0.6331,1.05425533485
21,0.599319999981,1.13148065262,0.6281,1.05518399448
22,0.608079999981,1.11085223602,0.6425,1.02939443779
23,0.610419999962,1.09771972853,0.6458,1.02271502304
24,0.61414,1.08851748058,0.6522,0.997692896652
25,0.619580000038,1.07095084438,0.6315,1.03642394791
26,0.62216,1.0641875638,0.6581,0.982019598389
27,0.631859999962,1.04553170345,0.6594,0.973481803894
28,0.633680000019,1.03449235878,0.6634,0.969659126282
29,0.6391,1.01939063454,0.6666,0.958082316017
30,0.643579999981,1.00876601488,0.6703,0.936789167786
31,0.647440000019,1.00181529739,0.6764,0.932474443054
